bin,n,selection_rate,mean_team_mean,arm,lambda
0,938,0.0,0.09834167363124136,lambda_095,0.95
1,937,0.0,0.18659010361340364,lambda_095,0.95
2,938,0.0,0.24743220005980202,lambda_095,0.95
3,937,0.0,0.3004561573504077,lambda_095,0.95
4,938,0.0,0.34891217329222574,lambda_095,0.95
5,937,0.0,0.3941890576830838,lambda_095,0.95
6,938,0.0,0.4360669381780979,lambda_095,0.95
7,937,0.30096051227321235,0.47833420819577016,lambda_095,0.95
8,938,1.0,0.5184448013353714,lambda_095,0.95
9,937,0.29882604055496265,0.5603787591262974,lambda_095,0.95
10,938,0.0,0.6032104961400284,lambda_095,0.95
11,937,0.0,0.6493317369435383,lambda_095,0.95
12,938,0.0,0.6983678474199757,lambda_095,0.95
13,937,0.0,0.7517642579604742,lambda_095,0.95
14,938,0.0,0.8131618972365953,lambda_095,0.95
15,937,0.0,0.9024189454246134,lambda_095,0.95
